1659250042.458791 server started (30538): version 3.3a, socket /private/tmp/tmux-501/default, protocol 8
1659250042.458839 on Darwin 21.4.0 Darwin Kernel Version 21.4.0: Mon Feb 21 20:35:58 PST 2022; root:xnu-8020.101.4~2/RELEASE_ARM64_T6000
1659250042.458857 using libevent 2.1.12-stable (select); utf8proc 2.7.0; ncurses 6.3
1659250042.458921 input_key_build: 0x10e003 (PasteStart) is \033[200~
1659250042.459197 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1659250042.459204 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1659250042.459211 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1659250042.459217 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1659250042.459223 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1659250042.459230 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1659250042.459236 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1659250042.459243 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1659250042.459249 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1659250042.459255 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1659250042.459261 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1659250042.459268 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1659250042.459274 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1659250042.459281 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1659250042.459287 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1659250042.459294 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1659250042.459300 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1659250042.459307 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1659250042.459313 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1659250042.459346 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1659250042.459351 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1659250042.459355 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1659250042.459359 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1659250042.459363 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1659250042.459368 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1659250042.459372 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1659250042.459376 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1659250042.459380 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1659250042.459384 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1659250042.459388 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1659250042.459392 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1659250042.459396 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1659250042.459400 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1659250042.459404 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1659250042.459409 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1659250042.459412 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1659250042.459416 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1659250042.459420 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1659250042.459424 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1659250042.459428 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1659250042.459432 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1659250042.459436 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1659250042.459440 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1659250042.459445 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1659250042.459449 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1659250042.459453 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1659250042.459458 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1659250042.459461 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1659250042.459466 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1659250042.459470 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1659250042.459474 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1659250042.459478 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1659250042.459482 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1659250042.459486 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1659250042.459490 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1659250042.459494 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1659250042.459498 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1659250042.459502 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1659250042.459506 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1659250042.459510 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1659250042.459514 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1659250042.459518 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1659250042.459522 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1659250042.459526 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1659250042.459530 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1659250042.459534 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1659250042.459538 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1659250042.459542 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1659250042.459546 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1659250042.459550 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1659250042.459554 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1659250042.459559 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1659250042.459562 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1659250042.459566 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1659250042.459570 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1659250042.459574 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1659250042.459586 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1659250042.459590 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1659250042.459594 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1659250042.459598 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1659250042.459602 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1659250042.459606 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1659250042.459610 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1659250042.459615 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1659250042.459619 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1659250042.459623 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1659250042.459627 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1659250042.459631 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1659250042.459635 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1659250042.459639 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1659250042.459643 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1659250042.459647 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1659250042.459651 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1659250042.459655 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1659250042.459659 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1659250042.459663 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1659250042.459667 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1659250042.459671 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1659250042.459679 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1659250042.459684 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1659250042.459690 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1659250042.459695 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1659250042.459701 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1659250042.459706 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1659250042.459712 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1659250042.459717 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1659250042.459723 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1659250042.459728 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1659250042.459733 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1659250042.459739 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1659250042.459744 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1659250042.459749 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1659250042.459755 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1659250042.459761 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1659250042.459766 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1659250042.459772 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1659250042.459778 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1659250042.459783 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1659250042.459789 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1659250042.459795 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1659250042.459800 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1659250042.459806 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1659250042.459813 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1659250042.459818 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1659250042.459823 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1659250042.459893 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1659250042.459904 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
1659250042.459909 input_key_build: 0x830000010e1a9 (C-M-Down[I]) is \033[1;7B
1659250042.459915 input_key_build: 0x830000010e1aa (C-M-Left[I]) is \033[1;7D
1659250042.459922 input_key_build: 0x830000010e1ab (C-M-Right[I]) is \033[1;7C
1659250042.459927 input_key_build: 0x850000010e195 (M-S-F1[I]) is \033[1;4P
1659250042.459945 input_key_build: 0x850000010e196 (M-S-F2[I]) is \033[1;4Q
1659250042.459951 input_key_build: 0x850000010e197 (M-S-F3[I]) is \033[1;4R
1659250042.459957 input_key_build: 0x850000010e198 (M-S-F4[I]) is \033[1;4S
1659250042.459963 input_key_build: 0x850000010e199 (M-S-F5[I]) is \033[15;4~
1659250042.459969 input_key_build: 0x850000010e19a (M-S-F6[I]) is \033[17;4~
1659250042.459974 input_key_build: 0x850000010e19b (M-S-F7[I]) is \033[18;4~
1659250042.459981 input_key_build: 0x850000010e19c (M-S-F8[I]) is \033[19;4~
1659250042.459987 input_key_build: 0x850000010e19d (M-S-F9[I]) is \033[20;4~
1659250042.459992 input_key_build: 0x850000010e19e (M-S-F10[I]) is \033[21;4~
1659250042.459998 input_key_build: 0x850000010e19f (M-S-F11[I]) is \033[23;4~
1659250042.460003 input_key_build: 0x850000010e1a0 (M-S-F12[I]) is \033[24;4~
1659250042.460008 input_key_build: 0x850000010e1a1 (M-S-IC[I]) is \033[2;4~
1659250042.460013 input_key_build: 0x850000010e1a2 (M-S-DC[I]) is \033[3;4~
1659250042.460018 input_key_build: 0x850000010e1a3 (M-S-Home[I]) is \033[1;4H
1659250042.460023 input_key_build: 0x850000010e1a4 (M-S-End[I]) is \033[1;4F
1659250042.460028 input_key_build: 0x850000010e1a5 (M-S-NPage[I]) is \033[6;4~
1659250042.460033 input_key_build: 0x850000010e1a6 (M-S-PPage[I]) is \033[5;4~
1659250042.460039 input_key_build: 0x850000010e1a8 (M-S-Up[I]) is \033[1;4A
1659250042.460044 input_key_build: 0x850000010e1a9 (M-S-Down[I]) is \033[1;4B
1659250042.460049 input_key_build: 0x850000010e1aa (M-S-Left[I]) is \033[1;4D
1659250042.460054 input_key_build: 0x850000010e1ab (M-S-Right[I]) is \033[1;4C
1659250042.460059 input_key_build: 0x870000010e195 (C-M-S-F1[I]) is \033[1;8P
1659250042.460065 input_key_build: 0x870000010e196 (C-M-S-F2[I]) is \033[1;8Q
1659250042.460070 input_key_build: 0x870000010e197 (C-M-S-F3[I]) is \033[1;8R
1659250042.460075 input_key_build: 0x870000010e198 (C-M-S-F4[I]) is \033[1;8S
1659250042.460080 input_key_build: 0x870000010e199 (C-M-S-F5[I]) is \033[15;8~
1659250042.460085 input_key_build: 0x870000010e19a (C-M-S-F6[I]) is \033[17;8~
1659250042.460090 input_key_build: 0x870000010e19b (C-M-S-F7[I]) is \033[18;8~
1659250042.460095 input_key_build: 0x870000010e19c (C-M-S-F8[I]) is \033[19;8~
1659250042.460101 input_key_build: 0x870000010e19d (C-M-S-F9[I]) is \033[20;8~
1659250042.460110 input_key_build: 0x870000010e19e (C-M-S-F10[I]) is \033[21;8~
1659250042.460116 input_key_build: 0x870000010e19f (C-M-S-F11[I]) is \033[23;8~
1659250042.460121 input_key_build: 0x870000010e1a0 (C-M-S-F12[I]) is \033[24;8~
1659250042.460126 input_key_build: 0x870000010e1a1 (C-M-S-IC[I]) is \033[2;8~
1659250042.460131 input_key_build: 0x870000010e1a2 (C-M-S-DC[I]) is \033[3;8~
1659250042.460136 input_key_build: 0x870000010e1a3 (C-M-S-Home[I]) is \033[1;8H
1659250042.460141 input_key_build: 0x870000010e1a4 (C-M-S-End[I]) is \033[1;8F
1659250042.460146 input_key_build: 0x870000010e1a5 (C-M-S-NPage[I]) is \033[6;8~
1659250042.460151 input_key_build: 0x870000010e1a6 (C-M-S-PPage[I]) is \033[5;8~
1659250042.460156 input_key_build: 0x870000010e1a8 (C-M-S-Up[I]) is \033[1;8A
1659250042.460160 input_key_build: 0x870000010e1a9 (C-M-S-Down[I]) is \033[1;8B
1659250042.460165 input_key_build: 0x870000010e1aa (C-M-S-Left[I]) is \033[1;8D
1659250042.460171 input_key_build: 0x870000010e1ab (C-M-S-Right[I]) is \033[1;8C
1659250042.460180 yylex_token: bind
1659250042.460187 yylex_token: -N
1659250042.460194 yylex_token: Send the prefix key
1659250042.460199 yylex_token: C-b
1659250042.460205 yylex_token: send-prefix
1659250042.460215 cmd_parse_build_commands 0:0: bind
1659250042.460220 cmd_parse_build_commands 0:1: -N
1659250042.460226 cmd_parse_build_commands 0:2: Send the prefix key
1659250042.460232 cmd_parse_build_commands 0:3: C-b
1659250042.460238 cmd_parse_build_commands 0:4 0:0: send-prefix
1659250042.460254 cmd_parse_build_commands 0:0: send-prefix
1659250042.460264 args_parse: flags end at 1 of 1
1659250042.460273 cmd_parse_build_commands: send-prefix
1659250042.460280 args_parse: -N = Send the prefix key
1659250042.460302 args_parse: flags end at 3 of 5
1659250042.460309 args_parse: 3 = C-b (type 1)
1659250042.460316 args_parse: 4 = send-prefix (type 2)
1659250042.460376 cmd_parse_build_commands: bind-key -N "Send the prefix key" C-b { send-prefix }
1659250042.460407 cmdq_get_command: [bind-key/0x124a041a0] group 2
1659250042.460420 cmdq_append <global>: [bind-key/0x124a041a0]
1659250042.460437 yylex_token: bind
1659250042.460452 yylex_token: -N
1659250042.460467 yylex_token: Rotate through the panes
1659250042.460479 yylex_token: C-o
1659250042.460492 yylex_token: rotate-window
1659250042.460506 cmd_parse_build_commands 0:0: bind
1659250042.460517 cmd_parse_build_commands 0:1: -N
1659250042.460529 cmd_parse_build_commands 0:2: Rotate through the panes
1659250042.460542 cmd_parse_build_commands 0:3: C-o
1659250042.460555 cmd_parse_build_commands 0:4 0:0: rotate-window
1659250042.460572 cmd_parse_build_commands 0:0: rotate-window
1659250042.460587 args_parse: flags end at 1 of 1
1659250042.460600 cmd_parse_build_commands: rotate-window
1659250042.460614 args_parse: -N = Rotate through the panes
1659250042.460625 args_parse: flags end at 3 of 5
1659250042.460634 args_parse: 3 = C-o (type 1)
1659250042.460645 args_parse: 4 = rotate-window (type 2)
1659250042.460663 cmd_parse_build_commands: bind-key -N "Rotate through the panes" C-o { rotate-window }
1659250042.460676 cmdq_get_command: [bind-key/0x124a045e0] group 10
1659250042.460687 cmdq_append <global>: [bind-key/0x124a045e0]
1659250042.460700 yylex_token: bind
1659250042.460713 yylex_token: -N
1659250042.460727 yylex_token: Suspend the current client
1659250042.460738 yylex_token: C-z
1659250042.460748 yylex_token: suspend-client
1659250042.460760 cmd_parse_build_commands 0:0: bind
1659250042.460798 cmd_parse_build_commands 0:1: -N
1659250042.460809 cmd_parse_build_commands 0:2: Suspend the current client
1659250042.460819 cmd_parse_build_commands 0:3: C-z
1659250042.460828 cmd_parse_build_commands 0:4 0:0: suspend-client
1659250042.460839 cmd_parse_build_commands 0:0: suspend-client
1659250042.460854 args_parse: flags end at 1 of 1
1659250042.460867 cmd_parse_build_commands: suspend-client
1659250042.460879 args_parse: -N = Suspend the current client
1659250042.460893 args_parse: flags end at 3 of 5
1659250042.460904 args_parse: 3 = C-z (type 1)
1659250042.460917 args_parse: 4 = suspend-client (type 2)
1659250042.460937 cmd_parse_build_commands: bind-key -N "Suspend the current client" C-z { suspend-client }
1659250042.460952 cmdq_get_command: [bind-key/0x124a04a10] group 18
1659250042.460961 cmdq_append <global>: [bind-key/0x124a04a10]
1659250042.460965 yylex_token: bind
1659250042.460969 yylex_token: -N
1659250042.460973 yylex_token: Select next layout
1659250042.460984 yylex_token: Space
1659250042.460993 yylex_token: next-layout
1659250042.461002 cmd_parse_build_commands 0:0: bind
1659250042.461005 cmd_parse_build_commands 0:1: -N
1659250042.461009 cmd_parse_build_commands 0:2: Select next layout
1659250042.461012 cmd_parse_build_commands 0:3: Space
1659250042.461018 cmd_parse_build_commands 0:4 0:0: next-layout
1659250042.461030 cmd_parse_build_commands 0:0: next-layout
1659250042.461039 args_parse: flags end at 1 of 1
1659250042.461049 cmd_parse_build_commands: next-layout
1659250042.461059 args_parse: -N = Select next layout
1659250042.461070 args_parse: flags end at 3 of 5
1659250042.461081 args_parse: 3 = Space (type 1)
1659250042.461094 args_parse: 4 = next-layout (type 2)
1659250042.461110 cmd_parse_build_commands: bind-key -N "Select next layout" Space { next-layout }
1659250042.461125 cmdq_get_command: [bind-key/0x124a04e20] group 26
1659250042.461135 cmdq_append <global>: [bind-key/0x124a04e20]
1659250042.461145 yylex_token: bind
1659250042.461155 yylex_token: -N
1659250042.461167 yylex_token: Break pane to a new window
1659250042.461178 yylex_token: !
1659250042.461191 yylex_token: break-pane
1659250042.461205 cmd_parse_build_commands 0:0: bind
1659250042.461213 cmd_parse_build_commands 0:1: -N
1659250042.461224 cmd_parse_build_commands 0:2: Break pane to a new window
1659250042.461255 cmd_parse_build_commands 0:3: !
1659250042.461264 cmd_parse_build_commands 0:4 0:0: break-pane
1659250042.461274 cmd_parse_build_commands 0:0: break-pane
1659250042.461289 args_parse: flags end at 1 of 1
1659250042.461301 cmd_parse_build_commands: break-pane
1659250042.461310 args_parse: -N = Break pane to a new window
1659250042.461318 args_parse: flags end at 3 of 5
1659250042.461326 args_parse: 3 = ! (type 1)
1659250042.461336 args_parse: 4 = break-pane (type 2)
1659250042.461345 cmd_parse_build_commands: bind-key -N "Break pane to a new window" ! { break-pane }
1659250042.461351 cmdq_get_command: [bind-key/0x124a054d0] group 34
1659250042.461355 cmdq_append <global>: [bind-key/0x124a054d0]
1659250042.461369 yylex_token: bind
1659250042.461380 yylex_token: -N
1659250042.461393 yylex_token: Split window vertically
1659250042.461406 yylex_token: "
1659250042.461411 yylex_token: split-window
1659250042.461422 cmd_parse_build_commands 0:0: bind
1659250042.461430 cmd_parse_build_commands 0:1: -N
1659250042.461439 cmd_parse_build_commands 0:2: Split window vertically
1659250042.461448 cmd_parse_build_commands 0:3: "
1659250042.461458 cmd_parse_build_commands 0:4 0:0: split-window
1659250042.461468 cmd_parse_build_commands 0:0: split-window
1659250042.461479 args_parse: flags end at 1 of 1
1659250042.461488 cmd_parse_build_commands: split-window
1659250042.461499 args_parse: -N = Split window vertically
1659250042.461511 args_parse: flags end at 3 of 5
1659250042.461524 args_parse: 3 = " (type 1)
1659250042.461537 args_parse: 4 = split-window (type 2)
1659250042.461556 cmd_parse_build_commands: bind-key -N "Split window vertically" \\" { split-window }
1659250042.461570 cmdq_get_command: [bind-key/0x124a05840] group 42
1659250042.461582 cmdq_append <global>: [bind-key/0x124a05840]
1659250042.461594 yylex_token: bind
1659250042.461606 yylex_token: -N
1659250042.461619 yylex_token: List all paste buffers
1659250042.461629 yylex_token: #
1659250042.461634 yylex_token: list-buffers
1659250042.461638 cmd_parse_build_commands 0:0: bind
1659250042.461647 cmd_parse_build_commands 0:1: -N
1659250042.461656 cmd_parse_build_commands 0:2: List all paste buffers
1659250042.461667 cmd_parse_build_commands 0:3: #
1659250042.461679 cmd_parse_build_commands 0:4 0:0: list-buffers
1659250042.461690 cmd_parse_build_commands 0:0: list-buffers
1659250042.461701 args_parse: flags end at 1 of 1
1659250042.461713 cmd_parse_build_commands: list-buffers
1659250042.461723 args_parse: -N = List all paste buffers
1659250042.461733 args_parse: flags end at 3 of 5
1659250042.461743 args_parse: 3 = # (type 1)
1659250042.461752 args_parse: 4 = list-buffers (type 2)
1659250042.461768 cmd_parse_build_commands: bind-key -N "List all paste buffers" \\# { list-buffers }
1659250042.461784 cmdq_get_command: [bind-key/0x124a05a80] group 50
1659250042.461792 cmdq_append <global>: [bind-key/0x124a05a80]
1659250042.461796 yylex_token: bind
1659250042.461800 yylex_token: -N
1659250042.461804 yylex_token: Rename current session
1659250042.461808 yylex_token: $
1659250042.461812 yylex_token: command-prompt
1659250042.461816 yylex_token: -I#S
1659250042.461820 yylex_token: rename-session
1659250042.461823 yylex_token: --
1659250042.461827 yylex_token: %%
1659250042.461832 cmd_parse_build_commands 0:0: bind
1659250042.461835 cmd_parse_build_commands 0:1: -N
1659250042.461838 cmd_parse_build_commands 0:2: Rename current session
1659250042.461850 cmd_parse_build_commands 0:3: $
1659250042.461864 cmd_parse_build_commands 0:4 0:0: command-prompt
1659250042.461869 cmd_parse_build_commands 0:4 0:1: -I#S
1659250042.461873 cmd_parse_build_commands 0:4 0:2 0:0: rename-session
1659250042.461878 cmd_parse_build_commands 0:4 0:2 0:1: --
1659250042.461882 cmd_parse_build_commands 0:4 0:2 0:2: %%
1659250042.461887 cmd_parse_build_commands 0:0: command-prompt
1659250042.461898 cmd_parse_build_commands 0:1: -I#S
1659250042.461902 cmd_parse_build_commands 0:2 0:0: rename-session
1659250042.461906 cmd_parse_build_commands 0:2 0:1: --
1659250042.461909 cmd_parse_build_commands 0:2 0:2: %%
1659250042.461922 cmd_parse_build_commands 0:0: rename-session
1659250042.461925 cmd_parse_build_commands 0:1: --
1659250042.461928 cmd_parse_build_commands 0:2: %%
1659250042.461934 args_parse: flags end at 2 of 3
1659250042.461937 args_parse: 2 = %% (type 1)
1659250042.461944 cmd_parse_build_commands: rename-session "%%"
1659250042.461948 args_parse: -I = #S
1659250042.461951 args_parse: flags end at 2 of 3
1659250042.461956 args_parse: 2 = rename-session "%%" (type 2)
1659250042.461965 cmd_parse_build_commands: command-prompt -I "#S" { rename-session "%%" }
1659250042.461969 args_parse: -N = Rename current session
1659250042.461972 args_parse: flags end at 3 of 5
1659250042.461976 args_parse: 3 = $ (type 1)
1659250042.461984 args_parse: 4 = command-prompt -I "#S" { rename-session "%%" } (type 2)
1659250042.461996 cmd_parse_build_commands: bind-key -N "Rename current session" \\$ { command-prompt -I "#S" { rename-session "%%" } }
1659250042.462003 cmdq_get_command: [bind-key/0x124a060b0] group 58
1659250042.462006 cmdq_append <global>: [bind-key/0x124a060b0]
1659250042.462010 yylex_token: bind
1659250042.462014 yylex_token: -N
1659250042.462019 yylex_token: Split window horizontally
1659250042.462023 yylex_get_word: %
1659250042.462027 yylex_token: split-window
1659250042.462031 yylex_token: -h
1659250042.462035 cmd_parse_build_commands 0:0: bind
1659250042.462039 cmd_parse_build_commands 0:1: -N
